Timestamp,Current1 (mA),Current2 (mA),Current3 (mA),Current4 (mA),Resistance1 (kohm),Resistance2 (kohm),Resistance3 (kohm),Resistance4 (kohm),del_R1 (kohm),del_R2 (kohm),del_R3 (kohm),del_R4 (kohm)
2026-06-01 17:48:17,0.6951,0.3049,-0.0976,-0.0976,7.192982,16.4,,,1.652442,6.4,0,0
2026-06-01 17:48:18,0.9024,0.5,-0.0976,0.0,5.540541,10.0,,,0.671581,0.0,0,0
2026-06-01 17:48:19,0.8049,0.4024,-0.0976,-0.0976,6.212121,12.424242,,,0.980861,0.0,0,0
2026-06-01 17:48:20,0.6951,0.4024,-0.0976,-0.0976,7.192982,12.424242,,,2.192982,2.424242,0,0
2026-06-01 17:48:21,1.0,0.5,0.0,-0.0976,5.0,10.0,,,1.212121,2.424242,0,0
2026-06-01 17:48:22,0.9024,0.5,-0.0976,-0.0976,5.540541,10.0,,,2.826806,2.424242,0,0
2026-06-01 17:48:23,0.5976,0.4024,-0.0976,-0.0976,8.367347,12.424242,,,3.367347,0.0,0,0
2026-06-01 17:48:24,0.9024,0.4024,-0.0976,-0.0976,5.540541,12.424242,,,0.671581,0.0,0,0
2026-06-01 17:48:25,0.9024,0.4024,0.0,-0.0976,5.540541,12.424242,,,2.826806,0.0,0,0
2026-06-01 17:48:26,0.6951,0.5,-0.0976,-0.0976,7.192982,10.0,,,1.652442,1.632653,0,0
2026-06-01 17:48:27,0.9024,0.5,0.0,-0.0976,5.540541,10.0,,,2.826806,2.424242,0,0
2026-06-01 17:48:28,0.8049,0.4024,-0.0976,-0.0976,6.212121,12.424242,,,1.212121,0.0,0,0
2026-06-01 17:48:29,0.9024,0.4024,-0.0976,0.0,5.540541,12.424242,,,2.826806,3.975758,0,0
2026-06-01 17:48:30,0.5976,0.4024,-0.0976,-0.0976,8.367347,12.424242,,,2.826806,0.0,0,0
2026-06-01 17:48:31,0.9024,0.4024,-0.0976,-0.0976,5.540541,12.424242,,,0.0,0.0,0,0
2026-06-01 17:48:32,0.9024,0.4024,0.0,0.0,5.540541,12.424242,,,1.652442,0.0,0,0
2026-06-01 17:48:33,0.5976,0.4024,0.0,0.0,8.367347,12.424242,,,2.826806,0.0,0,0
2026-06-01 17:48:34,0.9024,0.4024,-0.0976,-0.0976,5.540541,12.424242,,,0.0,3.975758,51.25,0
2026-06-01 17:48:35,0.9024,0.4024,0.0976,0.0976,5.540541,12.424242,51.25,51.25,2.826806,0.0,51.25,51.25
